,xAxisValues (Unix timestamp),Cross border electricity trading (MW),Nuclear (MW),Hydro Run-of-River (MW),Hydro water reservoir (MW),Hydro pumped storage (MW),Wind onshore (MW),Solar (MW),Load (MW),Residual load (MW),Renewable share of generation (%),Renewable share of load (%),Day Ahead Auction (EUR/MWh)
0,2020-12-31 23:00:00,2902.9,2972.8,1161.3,470.6,118.3,15.9,0.0,7360.6,7344.7,34.8,22.4,50.98
1,2021-01-01 00:00:00,2894.7,2974.1,928.7,430.6,151.8,16.5,0.0,7460.3,7443.8,30.6,18.4,45.94
2,2021-01-01 01:00:00,3132.4,2973.7,921.9,381.9,100.5,12.2,0.0,7512.7,7500.5,30.0,17.5,44.53
3,2021-01-01 02:00:00,3082.9,2972.9,929.5,335.3,62.5,10.5,0.0,7654.7,7644.2,29.6,16.7,41.01
4,2021-01-01 03:00:00,3098.4,2973.0,905.1,287.7,46.8,4.8,0.0,7543.2,7538.4,28.4,15.9,39.23
5,2021-01-01 04:00:00,3018.2,2971.2,964.1,308.4,55.9,4.2,0.0,7437.1,7432.9,29.7,17.2,38.43
6,2021-01-01 05:00:00,2999.5,2968.5,1062.0,398.0,62.9,4.3,0.0,7428.3,7424.0,32.6,19.7,39.57
7,2021-01-01 06:00:00,2875.0,2968.5,1150.1,461.6,77.5,6.3,0.0,7436.8,7430.6,34.7,21.8,40.78
8,2021-01-01 07:00:00,3058.2,2969.0,1122.9,467.2,32.0,6.9,0.0,7292.8,7285.9,34.7,21.9,42.72
9,2021-01-01 08:00:00,3164.5,2970.5,1174.4,388.6,57.6,5.7,0.0,7459.4,7453.7,34.1,21.0,44.32
10,2021-01-01 09:00:00,2987.8,2968.0,1105.2,423.0,58.8,3.9,0.4,7579.1,7574.8,33.6,20.2,46.14
11,2021-01-01 10:00:00,2694.0,2967.5,1082.6,445.6,38.9,2.8,6.0,7768.6,7759.8,33.8,19.8,46.35
12,2021-01-01 11:00:00,2548.0,2968.0,1112.6,621.6,55.1,2.6,17.2,7604.7,7584.9,36.7,23.1,48.9
13,2021-01-01 12:00:00,3112.4,2967.7,1121.3,422.7,58.1,2.6,22.3,7637.6,7612.7,34.1,20.5,48.52
14,2021-01-01 13:00:00,3096.3,2968.3,1111.0,420.4,62.6,3.3,12.3,7962.4,7946.9,33.8,19.4,48.05
15,2021-01-01 14:00:00,2703.4,2967.8,1106.4,496.0,85.5,3.0,1.9,7900.1,7895.2,34.5,20.3,49.02
16,2021-01-01 15:00:00,1160.6,2968.8,1165.2,1025.8,167.8,3.4,0.0,7546.8,7543.4,41.2,29.1,53.73
17,2021-01-01 16:00:00,-393.1,2967.2,1366.2,3637.4,539.3,3.4,0.0,7132.9,7129.6,58.8,70.2,57.72
18,2021-01-01 17:00:00,-382.9,2967.6,1365.4,4146.9,563.3,3.3,0.0,7375.9,7372.6,61.0,74.8,58.3
19,2021-01-01 18:00:00,-64.8,2969.1,1317.9,3805.1,494.2,2.1,0.0,7496.9,7494.7,59.7,68.4,58.12
20,2021-01-01 19:00:00,1186.3,2969.5,1178.4,2565.6,364.2,1.5,0.0,7320.1,7318.6,52.9,51.2,56.46
21,2021-01-01 20:00:00,2238.1,2969.7,1182.1,983.3,177.4,1.7000000000000002,0.0,7084.6,7082.9,40.8,30.6,53.89
22,2021-01-01 21:00:00,2251.0,2969.3,1132.5,886.8,129.5,1.2,0.0,7103.6,7102.5,39.5,28.4,52.02
23,2021-01-01 22:00:00,3014.1,2970.9,1136.0,556.6,101.6,1.0,0.0,7041.4,7040.4,35.5,24.1,48.72
24,2021-01-01 23:00:00,3165.1,2973.6,1095.2,337.1,51.1,1.2,0.0,7298.0,7296.9,32.2,19.6,53.24
25,2021-01-02 00:00:00,3178.6,2981.1,913.7,390.8,45.1,1.0,0.0,7645.6,7644.6,30.1,17.1,49.66
26,2021-01-02 01:00:00,3463.9,2977.3,904.1,350.6,24.5,0.7000000000000001,0.0,7777.6,7776.8,29.5,16.1,46.04
27,2021-01-02 02:00:00,3440.2,2971.5,902.3,379.4,24.8,0.8,0.0,7755.3,7754.5,30.0,16.5,43.49
28,2021-01-02 03:00:00,3306.5,2969.6,874.3,378.7,31.3,0.9,0.0,7709.6,7708.6,29.5,16.3,42.04
29,2021-01-02 04:00:00,3196.9,2967.0,906.9,371.7,31.0,0.9,0.0,7592.3,7591.5,29.9,16.9,42.85
30,2021-01-02 05:00:00,3076.2,2966.4,998.5,407.9,56.6,0.8,0.0,7587.6,7586.9,31.8,18.5,45.26
31,2021-01-02 06:00:00,2736.4,2966.6,1103.2,447.6,58.2,0.9,0.0,7571.0,7570.1,33.9,20.5,49.16
32,2021-01-02 07:00:00,2607.3,2967.0,1112.6,667.2,81.2,1.2,0.0,7632.9,7631.6,36.9,23.3,53.27
33,2021-01-02 08:00:00,2319.0,2968.4,1116.9,717.3,133.6,1.7000000000000002,0.0,7539.6,7537.9,37.2,24.4,58.83
34,2021-01-02 09:00:00,2501.7,2967.5,1168.5,703.1,141.9,1.4,5.2,7559.3,7552.6,37.7,24.8,59.45
35,2021-01-02 10:00:00,2326.6,2967.4,1234.5,753.2,131.7,1.8,17.8,7688.2,7668.6,39.3,26.1,59.75
36,2021-01-02 11:00:00,2148.5,2967.9,1196.7,1010.3,152.9,1.6,23.8,7552.8,7527.4,41.7,29.6,60.19
37,2021-01-02 12:00:00,2732.8,2967.5,1145.7,938.2,164.8,1.2,30.8,7499.3,7467.3,40.3,28.2,59.19
38,2021-01-02 13:00:00,2811.4,2968.5,1198.5,1014.7,137.1,1.6,17.5,7780.0,7760.9,41.8,28.7,57.76
39,2021-01-02 14:00:00,2427.6,2968.0,1237.5,1427.3,166.2,1.7000000000000002,1.5,7913.5,7910.3,46.0,33.7,59.17
40,2021-01-02 15:00:00,806.7,2969.5,1265.5,2833.2,246.7,1.6,0.0,7703.5,7701.9,56.0,53.2,61.71
41,2021-01-02 16:00:00,604.0,2970.4,1234.1,3909.0,369.1,1.5,0.0,7530.5,7529.0,60.6,68.3,64.53
42,2021-01-02 17:00:00,10.1,2968.4,1215.9,3471.2,399.6,1.5,0.0,7852.6,7851.1,58.2,59.7,64.79
43,2021-01-02 18:00:00,604.3,2970.1,1197.5,2989.3,322.9,1.4,0.0,7892.0,7890.6,56.0,53.1,64.08
44,2021-01-02 19:00:00,1628.5,2969.6,1154.8,1442.7,93.5,1.3,0.0,7572.3,7570.9,45.9,34.3,61.47
45,2021-01-02 20:00:00,2543.4,2970.7,1076.4,854.2,80.8,1.2,0.0,7380.3,7379.1,38.8,26.2,58.58
46,2021-01-02 21:00:00,3131.9,2973.2,1059.8,530.7,111.3,1.6,0.0,7390.8,7389.2,34.0,21.5,57.88
47,2021-01-02 22:00:00,3452.3,2974.0,1086.6,451.9,106.4,1.4,0.0,7814.6,7813.2,33.3,19.7,56.03
48,2021-01-02 23:00:00,3444.6,2972.7,973.4,335.6,68.4,1.0,0.0,7935.4,7934.3,30.1,16.5,48.95
49,2021-01-03 00:00:00,3331.0,2975.1,852.3,315.4,77.2,1.3,0.0,8032.2,8030.9,27.7,14.6,42.03
50,2021-01-03 01:00:00,3281.5,2976.0,861.5,316.6,65.7,1.4,0.0,7981.6,7980.2,27.9,14.8,39.8
51,2021-01-03 02:00:00,3251.9,2974.1,860.5,333.9,57.5,0.7000000000000001,0.0,7900.9,7900.2,28.3,15.1,36.77
52,2021-01-03 03:00:00,3068.6,2974.2,849.3,314.1,58.1,0.6000000000000001,0.0,7790.9,7790.2,27.7,14.9,34.87
53,2021-01-03 04:00:00,3040.9,2971.7,838.6,328.7,61.5,0.7000000000000001,0.0,7625.1,7624.4,27.8,15.3,35.26
54,2021-01-03 05:00:00,2948.1,2970.1,1016.6,384.0,53.4,0.8,0.0,7585.8,7584.9,31.7,18.5,36.45
55,2021-01-03 06:00:00,2941.1,2970.6,1096.6,1441.3,61.2,0.8,0.0,7515.7,7514.9,45.6,33.8,41.01
56,2021-01-03 07:00:00,3064.9,2970.6,1114.8,1191.3,91.3,0.8,0.0,7302.5,7301.7,43.0,31.6,42.8
57,2021-01-03 08:00:00,3305.3,2972.2,1109.4,484.0,92.3,1.9,26.8,7352.7,7324.0,34.6,22.1,49.06
58,2021-01-03 09:00:00,2986.8,2971.7,1054.8,537.1,159.8,2.6,58.7,7995.1,7933.9,34.6,20.7,50.14
59,2021-01-03 10:00:00,2791.9,2971.6,1028.2,620.8,190.5,3.6,37.1,7974.2,7933.4,34.8,21.2,50.8
60,2021-01-03 11:00:00,2814.6,2971.2,1048.8,579.6,182.2,4.6,60.9,7976.1,7910.6,34.9,21.2,52.65
61,2021-01-03 12:00:00,3432.9,2970.5,1047.2,534.4,115.7,4.7,104.7,7880.8,7771.4,35.4,21.5,50.31
62,2021-01-03 13:00:00,3318.5,2970.5,1040.4,623.1,96.7,5.0,159.2,8282.6,8118.4,37.3,22.1,49.98
63,2021-01-03 14:00:00,3160.6,2969.1,1041.0,446.0,112.8,3.4,76.1,8123.8,8044.3,33.7,19.3,50.17
64,2021-01-03 15:00:00,3233.8,2970.6,1041.6,666.9,156.2,3.0,21.6,7941.9,7917.3,35.7,21.8,52.78
65,2021-01-03 16:00:00,2636.7,2969.7,1036.2,1141.1,180.4,3.2,0.0,8050.7,8047.6,40.9,27.1,57.77
66,2021-01-03 17:00:00,1440.1,2969.0,1020.2,2663.8,337.4,2.9,0.0,7959.4,7956.5,52.7,46.3,60.59
67,2021-01-03 18:00:00,200.7,2969.8,1018.2,3129.4,421.0,3.2,0.0,7976.9,7973.8,55.0,52.0,60.93
68,2021-01-03 19:00:00,440.6,2971.6,1132.4,2823.6,328.4,1.6,0.0,7673.7,7672.1,54.5,51.6,60.09
69,2021-01-03 20:00:00,965.2,2970.6,1103.4,1782.9,354.2,3.2,0.0,7380.6,7377.4,46.5,39.2,57.99
70,2021-01-03 21:00:00,2039.4,2973.4,1060.0,759.0,166.1,3.4,0.0,7076.9,7073.5,36.7,25.8,56.94
71,2021-01-03 22:00:00,2496.8,2973.4,1049.0,502.4,167.7,2.3,0.0,7083.4,7081.1,33.1,21.9,55.04
72,2021-01-03 23:00:00,2251.5,2973.7,1046.0,648.6,123.0,1.2,0.0,7302.9,7301.8,35.4,23.2,50.28
73,2021-01-04 00:00:00,2291.5,2974.2,861.9,589.4,117.8,0.8,0.0,7211.6,7210.8,32.0,20.1,45.45
74,2021-01-04 01:00:00,2662.8,2975.7,851.5,603.2,100.8,0.6000000000000001,0.0,7242.8,7242.2,32.1,20.1,44.5
75,2021-01-04 02:00:00,2691.6,2975.0,848.5,576.9,95.1,0.5,0.0,7541.6,7541.1,31.7,18.9,40.86
76,2021-01-04 03:00:00,2704.3,2975.3,902.9,618.1,99.9,0.2,0.0,7406.0,7405.7,33.1,20.5,41.17
77,2021-01-04 04:00:00,2238.2,2974.3,1007.7,1168.6,102.4,0.2,0.0,7472.0,7471.9,41.4,29.1,46.09
78,2021-01-04 05:00:00,2576.3,2974.0,1139.2,1541.8,116.5,0.30000000000000004,0.0,7391.6,7391.3,46.5,36.3,58.19
79,2021-01-04 06:00:00,905.1,2972.3,1188.9,3693.9,334.0,0.6000000000000001,0.0,7619.4,7618.8,59.6,64.1,63.08
80,2021-01-04 07:00:00,-66.5,2973.2,1340.0,4267.6,547.2,0.9,0.0,8241.9,8241.0,61.4,68.0,67.82
81,2021-01-04 08:00:00,-1009.8,2971.3,1345.9,4708.5,729.3,1.7000000000000002,4.9,8785.7,8779.1,62.1,69.0,67.72
82,2021-01-04 09:00:00,-483.6,2971.0,1361.8,4432.3,672.7,3.0,31.6,8975.6,8941.0,61.5,64.9,67.18
83,2021-01-04 10:00:00,-778.8,2970.6,1253.9,4949.8,828.8,3.7,79.8,8994.8,8911.2,62.3,69.9,67.79
84,2021-01-04 11:00:00,139.8,2970.1,1403.2,4105.1,931.6,4.1,93.5,9068.7,8971.1,59.0,61.8,67.58
85,2021-01-04 12:00:00,-91.7,2970.0,1376.8,4472.5,1084.8,5.7,65.7,8985.4,8914.1,59.4,65.9,66.92
86,2021-01-04 13:00:00,130.4,2972.0,1329.2,4358.6,1169.6,6.5,67.2,8921.3,8847.6,58.2,64.6,66.83
87,2021-01-04 14:00:00,-1193.0,2970.6,1546.1,4700.8,1304.9,5.7,23.1,8798.0,8769.3,59.5,71.3,66.55
88,2021-01-04 15:00:00,-586.0,2970.3,1352.0,4294.4,1155.2,4.4,2.3,8765.5,8758.8,57.8,64.5,67.82
89,2021-01-04 16:00:00,-1751.3,2970.6,1372.0,5367.3,1431.0,4.8,0.0,8862.9,8858.1,60.5,76.1,71.94
90,2021-01-04 17:00:00,-2188.3,2971.8,1505.9,5453.1,1529.2,5.9,0.0,9122.1,9116.2,60.7,76.4,69.54
91,2021-01-04 18:00:00,-2350.7,2971.6,1430.0,5111.4,1493.0,6.0,0.0,9145.2,9139.2,59.5,71.6,68.92
92,2021-01-04 19:00:00,-1153.2,2972.0,1333.9,4539.0,954.4,5.3,0.0,8615.5,8610.3,60.0,68.2,66.07
93,2021-01-04 20:00:00,26.4,2972.5,1195.5,3566.6,479.5,4.3,0.0,8166.1,8161.8,58.0,58.4,60.0
94,2021-01-04 21:00:00,1475.7,2974.5,1179.6,1828.6,260.3,2.5,0.0,7846.8,7844.3,48.2,38.4,59.12
95,2021-01-04 22:00:00,2043.9,2975.6,1128.1,1138.7,178.2,1.7000000000000002,0.0,7735.7,7734.1,41.8,29.3,56.42
96,2021-01-04 23:00:00,2682.6,2974.1,960.1,935.1,58.4,1.5,0.0,7528.1,7526.6,38.5,25.2,51.65
97,2021-01-05 00:00:00,3471.8,2973.6,737.0,701.8,43.7,1.4,0.0,7675.2,7673.8,32.3,18.8,50.07
98,2021-01-05 01:00:00,3430.4,2974.5,859.7,684.9,24.1,2.0,0.0,8243.3,8241.3,34.0,18.8,47.22
99,2021-01-05 02:00:00,3793.6,2973.6,942.7,582.4,18.7,2.2,0.0,8141.0,8138.7,33.8,18.8,45.25
100,2021-01-05 03:00:00,3744.8,2973.5,958.5,659.6,20.5,1.2,0.0,8345.1,8344.0,35.1,19.4,44.81
101,2021-01-05 04:00:00,3475.4,2973.5,1086.0,1183.3,41.2,0.5,0.0,8035.4,8035.0,43.0,28.2,48.45
102,2021-01-05 05:00:00,2506.2,2971.1,1226.5,1611.9,140.5,0.30000000000000004,0.0,7962.9,7962.7,47.7,35.6,57.23
103,2021-01-05 06:00:00,826.7,2970.1,1211.9,3709.1,567.6,0.2,0.0,7925.0,7924.7,58.2,62.1,61.55
104,2021-01-05 07:00:00,-216.5,2972.6,1337.1,4376.4,990.1,0.30000000000000004,0.0,8530.8,8530.5,59.0,67.0,63.89
105,2021-01-05 08:00:00,-1407.8,2976.1,1454.8,5232.2,1188.9,0.2,11.1,9059.5,9048.2,61.7,73.9,63.99
106,2021-01-05 09:00:00,-1095.9,2974.8,1499.0,5297.4,1197.1,0.30000000000000004,55.7,9201.0,9145.0,62.2,74.5,64.04
107,2021-01-05 10:00:00,-1963.8,2972.3,1380.4,5372.7,1454.4,0.6000000000000001,73.5,9326.0,9251.9,60.7,73.2,63.72
108,2021-01-05 11:00:00,-1361.2,2790.5,1390.2,5161.3,1420.1,0.2,90.2,9358.0,9267.6,61.2,71.0,63.75
109,2021-01-05 12:00:00,-1600.4,2969.6,1405.0,4868.9,1416.8,0.1,93.9,9268.7,9174.8,59.2,68.7,63.03
110,2021-01-05 13:00:00,-1356.4,2969.1,1330.7,4915.9,1431.9,0.2,71.3,9306.8,9235.3,58.9,67.9,61.96
111,2021-01-05 14:00:00,-1963.0,2970.0,1536.1,5241.2,1412.7,0.30000000000000004,23.1,9226.3,9203.0,60.8,73.7,61.88
112,2021-01-05 15:00:00,-1740.6,2971.4,1549.3,5355.1,1295.5,0.5,3.4,9158.7,9154.8,61.8,75.4,63.61
113,2021-01-05 16:00:00,-2344.5,2970.3,1823.6,5394.9,1623.2,0.6000000000000001,0.0,9218.1,9217.5,61.1,78.3,67.3
114,2021-01-05 17:00:00,-2515.9,2970.0,1527.4,5426.9,1564.4,0.4,0.0,9312.6,9312.2,60.5,74.7,65.6
115,2021-01-05 18:00:00,-2229.7,2970.2,1506.2,5161.3,1415.6,0.30000000000000004,0.0,9315.7,9315.4,60.3,71.6,64.08
116,2021-01-05 19:00:00,-305.1,2971.6,1134.8,3774.6,814.4,0.30000000000000004,0.0,8802.5,8802.2,56.5,55.8,62.67
117,2021-01-05 20:00:00,1610.1,2973.5,1079.6,2130.9,367.4,0.1,0.0,8353.2,8353.1,49.0,38.4,59.5
118,2021-01-05 21:00:00,1864.1,2973.0,1015.0,1934.9,227.7,0.1,0.0,7975.1,7975.0,48.0,37.0,58.61
119,2021-01-05 22:00:00,2237.8,2974.2,1016.8,1319.0,155.5,0.1,0.0,7876.0,7875.9,42.7,29.7,55.36
120,2021-01-05 23:00:00,2696.7,2972.9,985.0,1056.6,139.5,0.2,0.0,7672.9,7672.8,39.6,26.6,55.23
121,2021-01-06 00:00:00,2856.4,2972.7,840.7,831.5,93.0,0.4,0.0,7827.8,7827.5,35.3,21.4,52.07
122,2021-01-06 01:00:00,2943.6,2972.6,828.6,778.8,105.3,0.4,0.0,7829.0,7828.6,34.3,20.5,51.08
123,2021-01-06 02:00:00,3310.0,2973.0,892.5,551.8,104.5,0.5,0.0,7875.7,7875.2,31.9,18.3,48.75
124,2021-01-06 03:00:00,3531.8,2972.1,969.8,514.1,100.8,0.6000000000000001,0.0,7998.1,7997.5,32.6,18.6,47.66
125,2021-01-06 04:00:00,3474.9,2970.2,1202.7,752.0,144.6,0.5,0.0,8168.3,8167.9,38.6,23.9,50.37
126,2021-01-06 05:00:00,2961.2,2968.3,1244.7,1379.0,164.8,0.5,0.0,8258.4,8257.9,45.6,31.8,55.17
127,2021-01-06 06:00:00,1586.9,2971.1,1300.3,2858.2,408.2,0.9,0.0,8267.1,8266.2,55.2,50.3,60.09
128,2021-01-06 07:00:00,1035.2,2966.1,1277.9,3534.4,583.2,0.7000000000000001,0.0,8537.8,8537.2,57.6,56.4,59.8
129,2021-01-06 08:00:00,300.5,2965.7,1252.7,4677.3,611.2,0.4,4.5,9011.5,9006.5,62.4,65.9,60.55
130,2021-01-06 09:00:00,444.8,2967.5,1177.7,4788.1,635.6,0.5,38.3,9214.9,9176.2,62.5,65.2,60.64
131,2021-01-06 10:00:00,-108.4,2968.3,1138.9,5202.5,982.5,1.0,79.8,9377.6,9296.8,61.9,68.5,60.69
132,2021-01-06 11:00:00,-579.3,2969.3,1288.7,5376.0,1062.0,1.4,146.2,9296.0,9148.4,62.8,73.3,60.96
133,2021-01-06 12:00:00,-503.4,2967.6,1183.6,5000.2,1159.0,1.3,118.7,9238.3,9118.3,60.4,68.2,60.63
134,2021-01-06 13:00:00,127.3,2970.4,1149.6,4070.0,986.7,1.5,94.7,9138.8,9042.7,57.3,58.2,60.14
135,2021-01-06 14:00:00,-163.1,2968.6,1113.6,4564.9,947.6,1.7000000000000002,61.2,8953.7,8890.8,59.4,64.1,60.63
136,2021-01-06 15:00:00,-888.3,2968.7,1444.4,5298.4,1244.2,1.5,25.7,8849.3,8822.1,61.6,76.5,60.66
137,2021-01-06 16:00:00,-1843.8,2968.3,1625.3,5967.8,1438.6,0.9,0.4,9015.2,9014.0,63.3,84.2,62.31
138,2021-01-06 17:00:00,-2256.1,2966.7,1575.7,6069.0,1545.4,0.2,0.0,9268.4,9268.1,62.9,82.5,62.42
139,2021-01-06 18:00:00,-1944.1,2969.0,1477.4,5879.4,1188.1,0.0,0.0,9258.6,9258.6,63.9,79.5,61.41
140,2021-01-06 19:00:00,-997.2,2970.9,1112.6,5306.0,734.2,0.1,0.0,8776.0,8775.9,63.4,73.1,61.02
141,2021-01-06 20:00:00,862.6,2971.7,1137.6,3396.9,338.0,0.1,0.0,8315.8,8315.7,57.8,54.5,58.68
142,2021-01-06 21:00:00,1359.5,2972.3,1038.8,2619.8,282.6,0.2,0.0,7945.8,7945.6,52.9,46.0,58.32
143,2021-01-06 22:00:00,1947.7,2972.6,1011.7,1636.3,234.9,0.5,0.0,7898.5,7898.0,45.2,33.5,55.22
144,2021-01-06 23:00:00,1110.3,2972.2,993.8,2446.0,209.7,0.6000000000000001,0.0,7630.9,7630.3,52.0,45.1,55.65
145,2021-01-07 00:00:00,1562.8,2972.6,874.9,1918.3,100.0,1.0,0.0,7435.6,7434.6,47.6,37.6,52.61
146,2021-01-07 01:00:00,1941.0,2972.0,801.4,1820.8,60.3,1.4,0.0,7312.5,7311.1,46.4,35.9,51.37
147,2021-01-07 02:00:00,2695.1,2970.7,843.7,1012.6,55.7,1.5,0.0,7467.9,7466.4,38.0,24.9,51.14
148,2021-01-07 03:00:00,2798.8,2954.4,944.5,883.3,59.6,1.1,0.0,7662.5,7661.4,37.8,23.9,50.1
149,2021-01-07 04:00:00,2436.8,2936.3,1023.2,2161.2,103.8,1.2,0.0,7650.7,7649.4,51.2,41.6,52.89
150,2021-01-07 05:00:00,88.7,2934.2,1117.7,4686.2,540.8,1.5,0.0,7617.6,7616.1,62.6,76.2,59.94
151,2021-01-07 06:00:00,-1732.0,2933.4,1260.5,5473.8,1398.4,1.7000000000000002,0.0,7975.5,7973.8,60.9,84.5,68.51
152,2021-01-07 07:00:00,-3343.2,2933.7,1773.4,5976.0,1858.9,1.9,0.0,8700.0,8698.1,61.8,89.1,75.43
153,2021-01-07 08:00:00,-3490.1,2934.2,1829.2,6140.6,1959.5,2.1,33.4,9270.3,9234.8,62.1,86.4,77.49
154,2021-01-07 09:00:00,-3603.3,2940.0,1768.8,6132.1,1953.3,2.4,113.2,9360.0,9244.4,62.1,85.6,78.71
155,2021-01-07 10:00:00,-3444.7,2945.6,1690.2,5986.4,1836.9,3.0,367.6,9345.0,8974.4,62.7,86.1,79.93
156,2021-01-07 11:00:00,-3729.0,2945.6,1634.9,6005.6,1841.1,3.7,404.7,9276.5,8868.1,62.7,86.8,78.69
157,2021-01-07 12:00:00,-3152.5,2936.4,1562.9,5849.7,1688.0,2.0,516.0,8945.4,8427.3,63.2,88.7,79.11
158,2021-01-07 13:00:00,-3295.8,2938.3,1678.9,5912.3,1741.4,0.5,585.0,8908.1,8322.7,63.6,91.8,79.36
159,2021-01-07 14:00:00,-3145.3,2935.9,1671.7,5900.5,1718.3,0.4,392.8,8833.0,8439.8,63.1,90.2,83.29
160,2021-01-07 15:00:00,-3090.5,2935.0,1731.8,5981.0,1724.9,0.6000000000000001,44.6,8800.6,8755.5,62.5,88.2,87.35
161,2021-01-07 16:00:00,-3541.5,2933.2,1662.9,6165.6,1819.6,0.5,0.0,8917.3,8916.8,62.2,87.8,94.81
162,2021-01-07 17:00:00,-2617.9,2937.4,1564.9,5960.4,1675.1,0.30000000000000004,0.0,9184.6,9184.3,62.0,81.9,93.43
163,2021-01-07 18:00:00,-2593.8,2936.6,1670.2,5904.6,1490.8,0.1,0.0,9242.5,9242.4,63.1,82.0,81.44
164,2021-01-07 19:00:00,-2251.4,2939.2,1130.8,5621.4,1240.8,0.2,0.0,8801.4,8801.2,61.8,76.7,69.3
165,2021-01-07 20:00:00,-703.2,2938.8,1105.0,4706.5,653.6,0.4,0.0,8325.3,8324.9,61.8,69.8,63.88
166,2021-01-07 21:00:00,378.8,2943.5,1112.2,4133.4,256.5,0.5,0.0,7936.3,7935.9,62.1,66.1,60.88
167,2021-01-07 22:00:00,1369.6,2967.5,1108.2,2471.3,227.4,0.7000000000000001,0.0,7902.5,7901.7,52.8,45.3,58.64
168,2021-01-07 23:00:00,1356.9,2969.4,973.4,2753.1,193.6,1.0,0.0,7705.7,7704.7,54.1,48.4,59.58
169,2021-01-08 00:00:00,1399.4,2969.4,975.8,2547.1,182.3,0.9,0.0,7701.7,7700.7,52.8,45.8,58.26
170,2021-01-08 01:00:00,2058.4,2970.8,983.7,2133.9,57.7,0.8,0.0,7615.9,7615.1,50.7,40.9,57.61
171,2021-01-08 02:00:00,2577.4,2970.4,1011.4,1594.7,55.5,0.6000000000000001,0.0,7747.4,7746.7,46.3,33.6,56.21
172,2021-01-08 03:00:00,2697.7,2971.1,1035.6,2188.4,53.0,0.6000000000000001,0.0,7886.6,7885.9,51.6,40.9,55.31
173,2021-01-08 04:00:00,1673.6,2968.5,1218.3,3841.8,279.0,1.0,0.0,7717.7,7716.7,60.9,65.6,57.93
174,2021-01-08 05:00:00,-481.8,2969.4,1294.7,4621.5,803.7,1.4,0.0,7783.3,7781.9,61.1,76.0,63.6
175,2021-01-08 06:00:00,-2291.1,2968.7,1121.6,5322.9,1630.4,1.4,0.0,7982.5,7981.1,58.4,80.7,79.41
176,2021-01-08 07:00:00,-3071.6,2969.2,1313.6,6170.3,1812.6,1.4,4.5,8679.1,8673.3,61.0,86.3,98.2
177,2021-01-08 08:00:00,-2842.7,2972.5,1470.7,6140.1,1792.9,1.7000000000000002,116.5,9267.3,9149.0,61.9,83.4,102.03
178,2021-01-08 09:00:00,-2883.9,2973.2,1464.6,5982.2,1773.8,1.6,336.5,9408.4,9070.3,62.1,82.7,101.08
179,2021-01-08 10:00:00,-2772.0,2970.1,1458.2,5894.2,1722.8,1.6,517.9,9356.7,8837.3,62.7,84.1,100.74
180,2021-01-08 11:00:00,-2592.8,2969.2,1477.0,5754.9,1590.2,1.3,653.6,9286.3,8631.4,63.4,84.9,97.7
181,2021-01-08 12:00:00,-2471.7,2967.7,1513.0,5252.9,1576.2,1.2,677.0,9074.4,8396.2,62.1,82.0,92.61
182,2021-01-08 13:00:00,-2585.6,2965.1,1463.5,5468.5,1511.6,1.0,590.6,8793.6,8201.9,62.7,85.6,85.9
183,2021-01-08 14:00:00,-2619.6,2916.9,1488.7,5718.1,1518.7,0.8,206.7,8586.1,8378.6,62.6,86.4,85.82
184,2021-01-08 15:00:00,-3065.8,2952.8,1723.4,5667.6,1800.8,0.7000000000000001,90.5,8507.3,8416.1,61.2,88.0,90.61
185,2021-01-08 16:00:00,-3754.9,2966.8,1726.0,6269.6,1937.3,0.7000000000000001,1.9,8595.2,8592.6,62.0,93.1,97.45
186,2021-01-08 17:00:00,-2983.3,2968.5,1698.2,6254.2,1774.5,1.2,0.0,9105.9,9104.7,62.6,87.3,96.0
187,2021-01-08 18:00:00,-2557.1,2968.9,1689.7,5906.7,1542.6,2.3,0.0,9250.9,9248.6,62.7,82.1,85.42
188,2021-01-08 19:00:00,-1743.0,2975.2,1150.9,5570.8,1219.3,2.8,0.0,8870.1,8867.3,61.6,75.8,70.26
189,2021-01-08 20:00:00,-494.8,2975.9,1089.8,4930.2,588.6,3.8,0.0,8402.8,8399.1,62.8,71.7,64.35
190,2021-01-08 21:00:00,173.7,2977.0,1059.6,4544.8,340.8,5.4,0.0,8025.7,8020.3,62.8,69.9,61.51
191,2021-01-08 22:00:00,601.1,2979.0,1066.0,4111.2,302.4,7.5,0.0,8040.7,8033.2,61.2,64.5,58.4
192,2021-01-08 23:00:00,896.7,2979.1,1065.6,3531.7,255.4,11.1,0.0,8014.7,8003.6,58.8,57.5,60.08
193,2021-01-09 00:00:00,2114.8,2980.7,989.0,2086.5,151.3,16.7,0.0,7855.0,7838.3,49.7,39.4,58.35
194,2021-01-09 01:00:00,2796.6,2980.4,972.9,1169.9,120.1,22.7,0.0,7969.5,7946.8,41.1,27.2,56.15
195,2021-01-09 02:00:00,3319.1,2980.5,958.1,798.1,85.3,25.7,0.0,8033.9,8008.2,36.8,22.2,52.17
196,2021-01-09 03:00:00,3364.4,2981.2,966.5,797.7,84.1,32.4,0.0,8176.7,8144.3,37.0,22.0,49.83
197,2021-01-09 04:00:00,3293.3,2979.5,995.4,994.4,99.3,29.7,0.0,8111.8,8082.0,39.6,24.9,50.61
