,xAxisValues (Unix timestamp),Cross border electricity trading (MW),Nuclear (MW),Hydro Run-of-River (MW),Hydro water reservoir (MW),Hydro pumped storage (MW),Wind onshore (MW),Solar (MW),Load (MW),Residual load (MW),Renewable share of generation (%),Renewable share of load (%),Day Ahead Auction (CH) (EUR/MWh)
0,2021-12-31 23:00:00,1960.6,2988.3,1782.8,264.9,14.0,31.1,0.0,7511.3,7480.2,40.9,27.7,119.97
1,2022-01-01 00:00:00,1957.0,2991.8,1832.4,284.8,37.3,18.3,0.0,7635.5,7617.2,41.3,28.0,101.54
2,2022-01-01 01:00:00,2333.6,2989.2,1999.9,256.6,36.4,16.2,0.0,7446.1,7429.8,42.9,30.5,52.13
3,2022-01-01 02:00:00,2354.4,2991.8,1903.9,204.8,39.9,14.6,0.0,7621.9,7607.4,41.2,27.9,20.78
4,2022-01-01 03:00:00,2141.7,2992.4,1750.2,206.5,18.0,10.9,0.0,7698.8,7687.8,39.5,25.6,15.66
5,2022-01-01 04:00:00,2151.9,2990.9,1843.7,199.6,20.3,7.5,0.0,7311.5,7304.0,40.5,28.0,21.47
6,2022-01-01 05:00:00,1785.5,2991.3,1911.9,204.3,92.9,5.9,0.0,7153.2,7147.3,40.8,29.7,29.89
7,2022-01-01 06:00:00,1436.7,2992.2,1917.5,230.4,102.7,6.7,0.0,6951.1,6944.5,41.0,31.0,95.33
8,2022-01-01 07:00:00,1660.0,2991.7,1900.5,247.0,32.1,6.7,0.0,6683.9,6677.2,41.6,32.2,95.36
9,2022-01-01 08:00:00,1679.0,2995.0,2080.4,245.7,32.2,8.0,27.1,7070.2,7035.1,43.8,33.4,95.43
10,2022-01-01 09:00:00,1770.1,2994.3,2034.7,274.4,29.2,9.7,152.2,7265.8,7103.9,45.0,34.0,68.42
11,2022-01-01 10:00:00,1491.9,2992.4,2045.4,254.9,26.4,9.5,274.1,7652.0,7368.4,46.1,33.8,60.88
12,2022-01-01 11:00:00,1403.4,2991.9,1864.5,246.1,40.8,5.9,379.9,7345.2,6959.4,45.1,34.0,70.72
13,2022-01-01 12:00:00,1133.0,2990.1,1809.3,231.4,51.9,5.2,549.0,7315.1,6760.9,46.0,35.5,74.99
14,2022-01-01 13:00:00,1131.0,2988.2,1808.4,255.2,109.0,3.0,462.2,7087.3,6622.1,44.9,35.7,87.46
15,2022-01-01 14:00:00,1212.9,2987.1,1823.2,291.9,115.2,2.2,241.0,6968.1,6724.9,43.2,33.8,100.16
16,2022-01-01 15:00:00,1108.5,2985.1,1945.7,319.5,120.4,1.4,27.5,7045.7,7016.8,42.5,32.6,120.09
17,2022-01-01 16:00:00,811.5,2985.5,2457.4,573.1,279.6,1.3,0.0,7170.4,7169.1,48.1,42.3,148.89
18,2022-01-01 17:00:00,602.4,2986.7,2477.8,704.1,463.9,5.0,0.0,7337.9,7332.9,48.0,43.4,142.3
19,2022-01-01 18:00:00,1223.6,2986.7,2459.0,494.6,165.1,3.2,0.0,7426.6,7423.4,48.4,39.8,137.76
20,2022-01-01 19:00:00,1250.5,2989.0,2392.0,396.4,157.6,4.0,0.0,7383.0,7379.0,47.0,37.8,128.55
21,2022-01-01 20:00:00,1459.9,2991.7,1939.5,295.7,110.3,5.5,0.0,7306.7,7301.1,41.9,30.7,140.62
22,2022-01-01 21:00:00,1489.8,2994.0,1908.3,293.4,124.3,4.9,0.0,7180.6,7175.7,41.4,30.7,144.49
23,2022-01-01 22:00:00,1395.0,2993.8,1903.9,303.0,76.5,12.6,0.0,7152.3,7139.7,42.0,31.0,141.77
24,2022-01-01 23:00:00,1438.0,2993.8,1864.0,244.7,72.1,10.4,0.0,6972.6,6962.1,40.9,30.4,88.51
25,2022-01-02 00:00:00,1916.3,2994.4,1863.6,254.9,29.2,6.8,0.0,7065.9,7059.1,41.3,30.1,75.04
26,2022-01-02 01:00:00,1950.8,2995.0,1864.8,211.7,25.9,6.1,0.0,7351.1,7345.0,40.8,28.3,45.38
27,2022-01-02 02:00:00,1772.7,2994.4,1852.5,208.3,31.6,7.5,0.0,7348.0,7340.5,40.6,28.1,23.7
28,2022-01-02 03:00:00,1630.2,2995.9,1786.0,241.3,28.9,12.4,0.0,7163.8,7151.4,40.3,28.5,15.84
29,2022-01-02 04:00:00,1712.1,2995.0,1816.4,247.5,28.7,25.4,0.0,7024.4,6999.0,40.9,29.7,23.98
30,2022-01-02 05:00:00,1754.6,2994.1,1876.5,236.8,60.5,41.2,0.0,7093.0,7051.8,41.4,30.4,35.88
31,2022-01-02 06:00:00,1489.5,2994.6,1957.5,315.3,65.2,49.2,0.0,7209.0,7159.8,43.1,32.2,49.0
32,2022-01-02 07:00:00,1552.9,2993.0,1991.2,295.1,105.6,54.8,0.0,7057.1,7002.4,43.0,33.2,75.05
33,2022-01-02 08:00:00,1594.3,2991.0,1923.9,281.1,55.3,56.9,15.4,7186.1,7113.7,42.8,31.7,86.01
34,2022-01-02 09:00:00,1702.5,2990.5,1915.1,281.9,44.6,52.6,153.4,7264.5,7058.5,44.2,33.1,75.92
35,2022-01-02 10:00:00,1977.6,2988.9,1931.3,262.0,33.5,51.9,301.9,7384.8,7031.0,45.7,34.5,69.91
36,2022-01-02 11:00:00,2123.8,2986.9,1917.3,264.1,44.5,40.9,571.2,7590.6,6978.6,48.0,36.8,75.04
37,2022-01-02 12:00:00,1878.4,2985.3,1853.6,259.3,34.8,30.6,253.4,7686.8,7402.7,44.2,31.2,48.76
38,2022-01-02 13:00:00,1587.4,2984.8,1850.0,257.2,39.7,37.9,203.6,7441.7,7200.2,43.7,31.6,58.25
39,2022-01-02 14:00:00,1563.4,2983.6,1870.9,302.7,111.8,42.7,80.2,7129.5,7006.6,42.6,32.2,86.25
40,2022-01-02 15:00:00,1472.3,2981.2,1883.9,354.6,134.0,44.1,30.9,7146.3,7071.4,42.6,32.4,91.51
41,2022-01-02 16:00:00,1438.1,2981.9,1970.3,369.7,312.9,43.4,0.0,7087.6,7044.2,42.0,33.6,126.25
42,2022-01-02 17:00:00,1442.0,2982.6,1853.7,444.3,390.6,45.1,0.0,7599.5,7554.4,41.0,30.8,125.88
43,2022-01-02 18:00:00,1426.8,2983.2,2054.6,247.9,310.5,48.6,0.0,7736.4,7687.9,41.7,30.4,110.73
44,2022-01-02 19:00:00,1479.4,2982.2,2189.0,271.3,122.2,53.0,0.0,7423.6,7370.5,44.7,33.9,90.9
45,2022-01-02 20:00:00,1489.7,2979.8,1894.3,301.0,93.2,54.0,0.0,7084.4,7030.4,42.3,31.8,89.78
46,2022-01-02 21:00:00,1490.0,2976.8,1827.2,335.7,114.0,52.4,0.0,6980.5,6928.1,41.7,31.7,89.44
47,2022-01-02 22:00:00,1490.0,2978.6,1866.5,279.3,68.8,53.3,0.0,6985.6,6932.3,41.9,31.5,87.38
48,2022-01-02 23:00:00,2279.0,2976.3,1858.0,196.5,24.3,56.0,0.0,6848.9,6792.9,41.3,30.8,62.55
49,2022-01-03 00:00:00,2272.2,2978.2,1820.0,237.2,27.4,55.3,0.0,7431.4,7376.1,41.3,28.4,9.66
50,2022-01-03 01:00:00,2232.7,2976.4,1791.6,235.6,44.7,51.5,0.0,7408.4,7356.9,40.8,28.1,16.68
51,2022-01-03 02:00:00,2256.9,2974.1,1782.2,236.3,28.9,52.8,0.0,7372.6,7319.8,40.8,28.1,0.9500000000000001
52,2022-01-03 03:00:00,2315.5,2974.5,1777.4,220.3,21.9,52.1,0.0,7308.6,7256.4,40.6,28.0,9.05
53,2022-01-03 04:00:00,2103.0,2974.8,1833.3,222.4,65.8,53.0,0.0,7350.4,7297.4,41.0,28.7,78.6
54,2022-01-03 05:00:00,2304.9,2979.5,1805.7,364.3,93.9,46.7,0.0,7246.6,7199.9,41.9,30.6,141.86
55,2022-01-03 06:00:00,2006.0,2978.8,1776.8,232.5,328.1,45.9,0.0,7254.0,7208.1,38.3,28.3,199.4
56,2022-01-03 07:00:00,2197.0,2976.3,1893.1,299.0,360.4,49.6,0.0,7589.9,7540.3,40.2,29.5,214.58
57,2022-01-03 08:00:00,2080.0,2975.8,1961.9,272.2,422.6,53.5,1.8,8025.0,7969.8,40.3,28.5,215.73
58,2022-01-03 09:00:00,2110.0,2975.0,1856.0,207.8,437.4,39.2,23.4,8214.2,8151.6,38.4,25.9,211.58
59,2022-01-03 10:00:00,2592.0,2974.3,1868.5,219.5,299.6,31.7,101.5,8280.6,8147.4,40.4,26.8,206.34
60,2022-01-03 11:00:00,2688.4,2975.8,1838.8,260.4,164.2,27.9,362.7,8420.0,8029.4,44.2,29.6,194.83
61,2022-01-03 12:00:00,2677.0,2975.7,1710.0,253.0,133.2,25.4,182.1,8219.4,8011.9,41.1,26.4,191.96
62,2022-01-03 13:00:00,2173.0,2975.9,1694.6,256.9,177.0,28.2,143.7,8118.3,7946.4,40.2,26.2,204.1
63,2022-01-03 14:00:00,1480.0,2974.1,1689.0,227.4,597.5,32.7,118.6,8056.6,7905.3,36.7,25.7,207.37
64,2022-01-03 15:00:00,1385.0,2974.6,1863.2,415.9,598.5,31.7,14.6,7948.3,7902.0,39.4,29.3,224.46
65,2022-01-03 16:00:00,959.9,2974.5,2140.0,556.8,989.3,28.3,0.0,8134.1,8105.9,40.7,33.5,220.21
66,2022-01-03 17:00:00,783.8,2975.1,2098.6,885.9,1216.5,40.3,0.0,8444.8,8404.4,41.9,35.8,214.11
67,2022-01-03 18:00:00,849.4,2976.6,2021.2,498.2,1090.5,43.1,0.0,8477.6,8434.5,38.7,30.2,204.11
68,2022-01-03 19:00:00,1525.3,2978.0,1956.7,365.2,598.1,49.7,0.0,8041.2,7991.5,39.9,29.5,201.1
69,2022-01-03 20:00:00,1506.0,2978.1,1816.9,390.9,561.7,44.3,0.0,7546.2,7501.9,38.9,29.8,196.13
70,2022-01-03 21:00:00,2235.8,2979.3,1641.4,294.4,202.1,50.7,0.0,7175.8,7125.1,38.4,27.7,165.78
71,2022-01-03 22:00:00,2346.4,2979.7,1671.0,306.8,182.4,52.3,0.0,7232.9,7180.7,39.1,28.1,146.55
72,2022-01-03 23:00:00,2537.4,2979.6,1562.7,281.1,129.4,56.7,0.0,7231.8,7175.1,37.9,26.3,127.03
73,2022-01-04 00:00:00,2582.3,2980.6,1572.5,280.7,81.0,58.9,0.0,7448.3,7389.3,38.4,25.7,111.97
74,2022-01-04 01:00:00,2852.7,2979.8,1641.3,252.3,27.1,56.7,0.0,7270.9,7214.1,39.3,26.8,101.04
75,2022-01-04 02:00:00,2842.9,2977.5,1589.1,217.2,41.0,56.9,0.0,7513.0,7456.1,38.2,24.8,97.75
76,2022-01-04 03:00:00,2946.6,2975.9,1531.7,210.2,18.6,56.0,0.0,7487.0,7431.0,37.5,24.0,100.79
77,2022-01-04 04:00:00,3198.3,2972.6,1589.3,235.0,19.7,56.3,0.0,7650.6,7594.4,38.6,24.6,122.72
78,2022-01-04 05:00:00,2934.4,2974.2,1719.8,247.9,85.1,59.9,0.0,7855.9,7796.1,39.9,25.8,160.34
79,2022-01-04 06:00:00,2056.1,2971.7,1736.0,297.0,285.4,59.4,0.0,7785.5,7726.0,39.1,26.9,197.84
80,2022-01-04 07:00:00,1548.4,2974.6,1665.7,400.3,404.3,58.9,0.0,7711.2,7652.3,38.6,27.6,210.65
81,2022-01-04 08:00:00,1947.2,2972.1,1748.0,558.3,187.9,54.7,44.1,8047.3,7948.5,43.2,29.9,212.8
82,2022-01-04 09:00:00,2294.7,2970.3,1736.2,488.7,339.1,62.6,219.5,8203.9,7921.8,43.1,30.6,207.99
83,2022-01-04 10:00:00,1852.1,2966.9,1631.3,451.6,380.7,59.1,395.3,8473.9,8019.5,43.1,29.9,204.26
84,2022-01-04 11:00:00,1426.1,2795.4,1621.3,723.0,539.8,58.4,503.7,8330.4,7768.3,46.6,34.9,191.3
85,2022-01-04 12:00:00,1390.4,2965.0,1652.9,517.0,676.4,63.6,259.6,7934.3,7611.0,40.6,31.4,189.33
86,2022-01-04 13:00:00,1527.4,2968.9,1662.1,488.9,642.0,61.0,166.2,7856.9,7629.7,39.7,30.3,193.5
87,2022-01-04 14:00:00,1728.3,2964.9,1807.6,541.9,618.2,61.4,35.3,7782.4,7685.7,40.6,31.4,199.93
88,2022-01-04 15:00:00,2132.4,2964.5,1992.8,685.0,415.0,60.8,1.4,7785.2,7723.0,44.8,35.2,206.99
89,2022-01-04 16:00:00,727.8,2967.7,1980.4,1266.6,1118.2,55.2,0.0,8121.2,8066.0,44.7,40.7,201.94
90,2022-01-04 17:00:00,1200.1,2970.3,1943.1,946.1,823.2,52.8,0.0,8313.8,8261.0,43.7,35.4,205.8
91,2022-01-04 18:00:00,1516.2,2971.5,1626.9,541.7,495.2,55.0,0.0,8351.3,8296.3,39.1,26.6,205.62
92,2022-01-04 19:00:00,1935.3,2978.7,1610.1,463.4,283.3,31.6,0.0,7954.2,7922.6,39.2,26.5,191.63
93,2022-01-04 20:00:00,2466.1,2983.9,1557.7,354.4,198.6,28.5,0.0,7549.6,7521.0,37.9,25.7,169.45
94,2022-01-04 21:00:00,2913.3,2984.9,1532.1,375.6,53.3,20.5,0.0,7549.9,7529.3,38.8,25.5,152.84
95,2022-01-04 22:00:00,2765.9,2987.9,1731.4,468.9,152.7,36.0,0.0,7931.1,7895.0,41.6,28.2,135.74
96,2022-01-04 23:00:00,3007.0,2991.6,1663.7,243.1,24.3,44.9,0.0,7593.8,7548.9,39.3,25.7,141.44
97,2022-01-05 00:00:00,3259.8,2991.6,1715.2,229.0,24.7,46.1,0.0,8063.3,8017.2,39.8,24.7,117.12
98,2022-01-05 01:00:00,3424.2,2991.1,1717.2,248.5,12.1,44.6,0.0,8168.8,8124.2,40.1,24.6,106.61
99,2022-01-05 02:00:00,3493.3,2991.6,1685.7,260.8,22.0,40.5,0.0,8200.0,8159.5,39.7,24.2,92.61
100,2022-01-05 03:00:00,3328.5,2993.0,1668.9,241.8,22.8,43.4,0.0,8264.3,8221.0,39.3,23.6,91.26
101,2022-01-05 04:00:00,3567.0,2992.0,1670.2,289.7,27.2,34.8,0.0,8148.2,8113.4,39.8,24.5,105.97
102,2022-01-05 05:00:00,2946.8,2989.8,1741.4,544.7,196.1,35.5,0.0,8369.8,8334.3,42.2,27.7,159.64
103,2022-01-05 06:00:00,1615.1,2992.6,1778.2,764.9,886.6,42.2,0.0,7913.4,7871.2,40.0,32.7,194.54
104,2022-01-05 07:00:00,1375.4,2988.8,1776.0,714.8,1132.6,32.9,0.0,8087.7,8054.8,38.0,31.2,206.37
105,2022-01-05 08:00:00,1026.2,2989.0,1935.5,873.3,1225.5,33.6,14.2,8615.9,8568.2,40.4,33.2,205.44
106,2022-01-05 09:00:00,1328.8,2989.5,1895.3,804.6,1267.8,36.4,158.7,8842.9,8647.8,40.5,32.7,203.82
107,2022-01-05 10:00:00,2114.7,2990.0,1878.3,785.7,1022.2,31.9,372.8,9029.5,8624.8,43.3,34.0,201.63
108,2022-01-05 11:00:00,2215.5,2991.7,1710.6,680.7,890.1,25.8,696.7,9103.4,8380.9,44.5,34.2,194.5
109,2022-01-05 12:00:00,2791.9,2990.4,1649.4,451.6,603.0,24.5,844.3,8946.1,8077.3,45.2,33.2,192.41
110,2022-01-05 13:00:00,2579.0,2993.0,1648.1,489.3,657.9,21.9,457.4,8869.2,8389.9,41.7,29.5,192.94
111,2022-01-05 14:00:00,2454.0,2993.3,1657.0,494.4,746.3,21.6,149.9,8670.5,8499.1,38.3,26.8,195.36
112,2022-01-05 15:00:00,2497.0,2990.9,1834.4,787.4,785.1,19.9,30.9,8518.5,8467.7,41.4,31.4,199.46
113,2022-01-05 16:00:00,942.7,2991.6,1873.5,1348.9,1291.4,17.1,0.0,8717.8,8700.6,43.1,37.2,226.14
114,2022-01-05 17:00:00,451.1,2991.3,1877.3,1798.9,1406.6,17.6,0.0,9166.9,9149.4,45.6,40.3,242.29
115,2022-01-05 18:00:00,623.4,2992.0,1676.9,1403.6,1352.7,14.1,0.0,9211.3,9197.2,41.6,33.6,237.67
116,2022-01-05 19:00:00,1669.5,2993.0,1662.5,801.6,929.5,12.9,0.0,8847.0,8834.2,38.7,28.0,206.79
117,2022-01-05 20:00:00,2303.9,2994.0,1611.7,794.0,609.6,11.0,0.0,8395.7,8384.8,40.1,28.8,193.23
118,2022-01-05 21:00:00,2471.1,2993.4,1591.3,554.5,481.3,11.8,0.0,8057.1,8045.3,38.3,26.8,189.35
119,2022-01-05 22:00:00,2395.8,2995.3,1632.9,474.3,385.2,12.4,0.0,7953.6,7941.2,38.5,26.7,180.55
120,2022-01-05 23:00:00,2646.6,2993.9,1601.5,559.0,165.4,13.2,0.0,7697.8,7684.6,40.8,28.2,195.42
121,2022-01-06 00:00:00,2572.2,2995.3,1640.1,623.4,93.0,11.2,0.0,7831.2,7820.0,42.4,29.0,177.06
122,2022-01-06 01:00:00,3033.2,2993.6,1683.3,461.9,97.4,7.6,0.0,7681.8,7674.2,41.1,28.0,170.93
123,2022-01-06 02:00:00,3095.4,2995.0,1637.3,335.7,26.1,5.3,0.0,7945.4,7940.1,39.6,24.9,155.39
124,2022-01-06 03:00:00,3121.4,2993.7,1633.8,321.0,31.6,5.3,0.0,7874.1,7868.8,39.3,24.9,155.83
125,2022-01-06 04:00:00,2862.9,2993.8,1661.0,453.5,103.7,4.9,0.0,7866.9,7862.0,40.6,26.9,166.57
126,2022-01-06 05:00:00,2551.4,2992.5,1719.6,344.8,317.7,3.6,0.0,7794.1,7790.5,38.5,26.5,197.53
127,2022-01-06 06:00:00,2745.5,2992.3,1730.6,426.9,473.3,2.6,0.0,7920.4,7917.7,38.4,27.3,236.8
128,2022-01-06 07:00:00,2208.9,2992.3,1918.9,587.1,733.9,3.2,0.0,8461.4,8458.2,40.2,29.7,249.1
129,2022-01-06 08:00:00,1167.5,2993.4,1960.7,969.8,1063.0,1.7000000000000002,36.6,8868.0,8829.7,42.3,33.5,247.19
130,2022-01-06 09:00:00,1489.4,3000.4,1907.9,753.0,1005.4,1.4,207.6,8960.3,8751.3,41.7,32.0,250.47
131,2022-01-06 10:00:00,2609.5,2999.9,1570.7,776.5,623.7,1.8,316.4,9040.4,8722.2,42.4,29.5,241.05
132,2022-01-06 11:00:00,2830.9,2992.7,1602.9,255.9,331.6,1.9,364.0,8913.1,8547.2,40.1,25.0,238.27
133,2022-01-06 12:00:00,3336.7,2987.6,1593.5,194.8,132.8,1.0,372.8,8771.9,8398.0,40.9,24.6,239.2
134,2022-01-06 13:00:00,3101.9,2989.6,1564.1,264.9,163.0,0.7000000000000001,298.8,8895.9,8596.4,40.3,23.9,234.08
135,2022-01-06 14:00:00,3163.8,2989.1,1581.5,363.6,160.1,0.9,205.0,8778.0,8572.0,40.6,24.5,239.49
136,2022-01-06 15:00:00,2831.3,2991.3,1789.8,514.9,208.5,1.3,19.9,9121.3,9100.1,42.1,25.5,245.98
137,2022-01-06 16:00:00,813.2,2991.5,2083.0,1351.1,853.4,0.8,0.0,8900.1,8899.3,47.2,38.6,266.28
138,2022-01-06 17:00:00,281.4,2991.5,2126.0,2158.1,1070.9,0.8,0.0,9137.8,9137.0,51.3,46.9,265.48
139,2022-01-06 18:00:00,1120.2,2990.3,2079.6,1209.2,848.8,2.8,0.0,9228.5,9225.7,46.2,35.7,250.34
140,2022-01-06 19:00:00,2463.9,2991.4,1890.3,665.8,405.1,3.6,0.0,8924.7,8921.1,43.0,28.7,241.79
141,2022-01-06 20:00:00,2626.4,2993.2,1581.5,476.7,304.2,3.0,0.0,8537.1,8534.2,38.5,24.1,221.43
142,2022-01-06 21:00:00,2775.5,2994.0,1680.1,408.1,302.1,2.8,0.0,8167.1,8164.3,38.8,25.6,209.25
143,2022-01-06 22:00:00,2587.7,2996.4,1647.4,479.5,268.0,2.5,0.0,8222.4,8219.9,39.5,25.9,198.12
144,2022-01-06 23:00:00,2665.3,2996.2,1563.3,495.9,132.1,4.7,0.0,8001.1,7996.3,39.8,25.8,202.49
145,2022-01-07 00:00:00,3644.1,2994.5,1603.3,263.2,55.0,5.6,0.0,7812.9,7807.3,38.0,24.0,197.5
146,2022-01-07 01:00:00,3728.8,2995.7,1539.1,215.2,31.1,7.5,0.0,8396.5,8389.0,36.8,21.0,189.14
147,2022-01-07 02:00:00,3597.4,2994.8,1585.7,208.9,24.4,11.9,0.0,8383.0,8371.2,37.4,21.5,175.92
148,2022-01-07 03:00:00,3441.7,2991.9,1654.1,287.7,24.0,10.1,0.0,8210.1,8200.0,39.3,23.8,170.53
149,2022-01-07 04:00:00,3957.0,2990.0,1652.1,323.8,45.7,14.4,0.0,8150.4,8136.1,39.6,24.4,182.93
150,2022-01-07 05:00:00,3549.0,2990.0,1624.3,618.3,230.8,21.5,0.0,8431.9,8410.4,41.3,26.9,207.97
151,2022-01-07 06:00:00,3542.6,2992.3,1640.2,846.5,652.8,20.5,0.0,8371.8,8351.3,40.8,29.9,247.17
152,2022-01-07 07:00:00,2561.3,2989.6,1771.0,1258.8,886.3,24.0,0.0,8713.1,8689.1,44.1,35.0,266.58
153,2022-01-07 08:00:00,2008.3,2998.5,1773.0,1173.2,1043.7,24.5,8.9,9231.3,9197.9,42.4,32.3,265.83
154,2022-01-07 09:00:00,2557.8,3003.7,1727.6,857.4,564.8,29.6,82.0,9279.2,9167.6,43.0,29.1,256.87
155,2022-01-07 10:00:00,3476.0,3002.3,1644.9,437.3,291.0,32.6,126.1,9255.2,9096.4,40.5,24.2,245.52
156,2022-01-07 11:00:00,3610.3,2997.5,1649.4,273.2,221.7,29.7,58.6,9551.8,9463.5,38.4,21.1,241.58
157,2022-01-07 12:00:00,3761.0,2992.7,1638.2,365.6,147.3,25.9,12.9,9347.6,9308.9,39.4,21.9,232.38
158,2022-01-07 13:00:00,3511.0,2992.7,1658.1,391.0,214.0,24.6,9.3,9415.7,9381.7,39.4,22.1,230.92
159,2022-01-07 14:00:00,3115.0,2940.9,1686.6,315.6,326.1,20.7,17.3,9043.7,9005.7,38.4,22.6,235.29
160,2022-01-07 15:00:00,2839.8,2962.0,1753.2,515.0,349.4,21.2,0.0,8980.9,8959.8,40.9,25.5,246.03
161,2022-01-07 16:00:00,1356.2,2994.8,1844.1,1456.1,724.0,30.2,0.0,9015.9,8985.6,47.2,36.9,258.9
162,2022-01-07 17:00:00,1557.7,2992.1,1974.5,1594.3,739.6,27.5,0.0,9343.6,9316.1,49.1,38.5,266.56
163,2022-01-07 18:00:00,1531.1,2991.3,1919.5,1170.5,707.7,24.4,0.0,9269.0,9244.7,45.7,33.6,256.67
164,2022-01-07 19:00:00,2194.4,2990.2,1667.7,562.9,512.4,22.0,0.0,8931.8,8909.8,39.1,25.2,239.02
165,2022-01-07 20:00:00,2153.5,2990.7,1613.3,526.4,324.0,19.2,0.0,8502.1,8483.0,39.4,25.4,223.79
166,2022-01-07 21:00:00,2358.7,2992.0,1594.1,489.9,305.6,22.0,0.0,8134.6,8112.5,39.0,25.9,213.85
167,2022-01-07 22:00:00,2925.4,2993.6,1579.1,533.9,156.9,29.5,0.0,7927.5,7897.9,40.5,27.0,211.64
168,2022-01-07 23:00:00,2724.9,2994.1,1571.1,457.5,198.6,30.7,0.0,7962.0,7931.3,39.2,25.9,215.25
169,2022-01-08 00:00:00,3212.6,2992.0,1590.5,470.0,37.4,43.4,0.0,7775.6,7732.2,41.0,27.1,205.15
170,2022-01-08 01:00:00,3284.6,2991.9,1611.1,426.7,56.5,43.3,0.0,8102.0,8058.7,40.6,25.7,202.22
171,2022-01-08 02:00:00,3184.9,2991.9,1615.5,392.6,22.4,35.8,0.0,8029.7,7993.8,40.4,25.5,202.01
172,2022-01-08 03:00:00,3068.3,2990.6,1620.7,452.9,23.1,39.8,0.0,7765.7,7725.8,41.2,27.2,199.93
173,2022-01-08 04:00:00,3067.9,2989.3,1552.5,378.9,65.2,46.5,0.0,7611.3,7564.8,39.3,26.0,201.88
174,2022-01-08 05:00:00,2936.9,2988.4,1558.3,445.8,395.9,38.9,0.0,7615.3,7576.4,37.6,26.8,202.02
175,2022-01-08 06:00:00,2376.9,2990.1,1560.3,748.0,395.1,29.0,0.0,7114.8,7085.8,40.8,32.9,220.73
176,2022-01-08 07:00:00,2501.0,2989.2,1606.3,518.4,166.7,26.2,0.0,7087.4,7061.2,40.5,30.3,228.09
177,2022-01-08 08:00:00,2521.9,2990.1,1563.3,714.4,213.8,20.4,28.7,7583.8,7534.7,42.1,30.7,245.26
178,2022-01-08 09:00:00,2858.3,2989.7,1544.9,462.7,171.6,22.3,105.4,7878.6,7750.9,40.3,27.1,227.48
179,2022-01-08 10:00:00,3031.6,2990.0,1526.7,400.9,148.4,28.5,279.4,8085.3,7777.4,41.6,27.6,222.45
180,2022-01-08 11:00:00,3618.6,2989.1,1540.3,482.2,74.6,32.5,391.7,8316.5,7892.4,44.4,29.4,214.57
181,2022-01-08 12:00:00,3859.6,2989.7,1539.9,412.3,67.7,36.1,571.1,8634.8,8027.6,45.6,29.6,209.47
182,2022-01-08 13:00:00,3474.6,2989.2,1555.1,434.5,54.5,46.0,319.1,8722.2,8357.2,43.6,27.0,212.63
183,2022-01-08 14:00:00,3379.0,2989.6,1547.9,460.6,35.4,50.8,247.3,8369.4,8071.3,43.3,27.6,218.0
184,2022-01-08 15:00:00,3222.0,2988.8,1543.5,788.8,95.3,55.3,76.7,8479.9,8347.9,44.4,29.1,227.75
185,2022-01-08 16:00:00,2445.5,2989.8,1557.3,1071.0,268.0,47.5,0.0,8557.6,8510.1,45.1,31.3,255.16
186,2022-01-08 17:00:00,1747.0,2990.9,1564.9,1654.7,276.7,44.2,0.0,8512.2,8468.0,50.0,38.3,259.8
187,2022-01-08 18:00:00,1240.0,2991.8,1564.3,1644.2,240.9,43.9,0.0,8538.1,8494.2,50.2,38.1,261.57
188,2022-01-08 19:00:00,1888.0,2992.7,1557.5,1387.2,140.2,49.6,0.0,8183.0,8133.4,48.9,36.6,242.47
189,2022-01-08 20:00:00,2272.8,2997.2,1564.1,1306.5,145.0,57.4,0.0,7874.7,7817.3,48.2,37.2,222.54
190,2022-01-08 21:00:00,2652.5,2989.9,1563.5,1186.2,74.3,63.8,0.0,7796.3,7732.5,47.9,36.1,215.78
191,2022-01-08 22:00:00,2410.6,2990.5,1559.1,1126.6,174.7,62.8,0.0,7938.1,7875.3,46.5,34.6,203.24
192,2022-01-08 23:00:00,3888.0,2991.2,1519.0,435.0,67.3,65.1,0.0,7742.4,7677.3,39.8,26.1,219.26
193,2022-01-09 00:00:00,3662.0,2991.0,1472.7,392.7,44.5,63.7,0.0,8287.0,8223.3,38.9,23.3,205.11
194,2022-01-09 01:00:00,3704.0,2990.1,1507.5,347.1,33.8,63.7,0.0,8265.0,8201.3,38.8,23.2,195.97
195,2022-01-09 02:00:00,3832.0,2992.2,1525.0,322.3,26.4,58.1,0.0,8205.8,8147.6,38.7,23.2,178.72
196,2022-01-09 03:00:00,3710.0,2987.6,1479.8,362.4,26.7,53.8,0.0,8269.3,8215.5,38.6,22.9,177.77
197,2022-01-09 04:00:00,3552.0,2987.4,1488.2,342.6,52.3,54.8,0.0,8328.5,8273.7,38.3,22.6,180.46
198,2022-01-09 05:00:00,3685.0,2987.7,1520.3,401.3,47.6,55.8,0.0,8129.2,8073.4,39.4,24.3,200.41
199,2022-01-09 06:00:00,3466.0,2987.7,1513.5,441.6,63.4,51.0,0.0,8322.2,8271.2,39.7,24.1,179.95
200,2022-01-09 07:00:00,3784.0,2987.6,1520.3,352.4,67.9,46.8,0.5,8179.7,8132.5,38.6,23.5,183.99
201,2022-01-09 08:00:00,3940.7,2988.9,1550.3,402.0,49.7,43.7,14.6,8448.5,8390.3,39.8,23.8,198.27
202,2022-01-09 09:00:00,3837.5,2988.7,1557.7,379.3,35.3,45.4,131.4,8637.3,8460.6,41.1,24.5,223.77
