,xAxisValues (Unix timestamp),Cross border electricity trading (MW),Nuclear (MW),Hydro Run-of-River (MW),Hydro water reservoir (MW),Hydro pumped storage (MW),Wind onshore (MW),Solar (MW),Load (MW),Residual load (MW),Renewable share of generation (%),Renewable share of load (%),Day Ahead Auction (CH) (EUR/MWh)
1799,2022-03-16 22:00:00,2250.0,2978.5,774.2,828.5,65.2,1.1,0.0,7073.3,7072.2,34.5,22.7,259.96
1800,2022-03-16 23:00:00,2056.0,2979.6,785.9,837.2,37.0,2.1,0.0,7155.1,7153.1,35.0,22.7,242.34
1801,2022-03-17 00:00:00,2186.0,2980.9,780.6,493.6,6.9,3.2,0.0,6901.2,6898.0,29.9,18.5,239.44
1802,2022-03-17 01:00:00,2391.8,2982.4,790.7,459.7,20.8,4.5,0.0,6845.4,6840.9,29.5,18.3,237.6
1803,2022-03-17 02:00:00,2632.8,2983.3,788.6,502.3,12.8,4.6,0.0,6959.9,6955.4,30.2,18.6,237.57
1804,2022-03-17 03:00:00,2549.0,2984.2,790.3,476.6,15.1,4.0,0.0,7201.0,7197.0,29.8,17.6,239.57
1805,2022-03-17 04:00:00,2278.6,2981.4,799.8,640.8,22.8,6.9,0.0,7091.1,7084.2,32.5,20.4,245.35
1806,2022-03-17 05:00:00,2231.5,2981.7,836.3,750.6,170.8,4.5,0.0,7147.2,7142.7,33.5,22.3,280.07
1807,2022-03-17 06:00:00,1473.2,2983.2,1193.1,1185.1,408.4,3.2,20.8,7523.5,7499.6,41.5,31.9,292.14
1808,2022-03-17 07:00:00,1147.8,2981.2,1233.3,1772.9,783.1,1.6,274.6,8067.2,7791.0,46.6,40.7,294.51
1809,2022-03-17 08:00:00,704.7,2980.6,1021.0,1818.3,890.7,1.9,542.9,8389.3,7844.5,46.6,40.3,284.08
1810,2022-03-17 09:00:00,1320.0,2987.4,916.5,1134.1,717.4,1.7000000000000002,770.9,8331.1,7558.5,43.2,33.9,262.03
1811,2022-03-17 10:00:00,1108.3,2981.0,721.4,990.6,945.6,1.5,1154.4,8346.1,7190.3,42.2,34.4,256.13
1812,2022-03-17 11:00:00,1062.1,2971.2,714.2,775.2,684.1,2.7,1357.1,8437.8,7078.0,43.8,33.8,253.05
1813,2022-03-17 12:00:00,1090.8,2959.8,713.4,824.2,511.8,9.5,1442.5,7972.8,6520.8,46.3,37.5,248.27
1814,2022-03-17 13:00:00,675.8,2962.6,722.6,965.5,595.2,14.9,1251.5,7825.6,6559.2,45.4,37.8,253.71
1815,2022-03-17 14:00:00,564.1,2962.9,723.4,1098.6,624.0,15.4,877.0,7674.0,6781.7,43.1,35.4,247.51
1816,2022-03-17 15:00:00,507.5,2960.6,837.5,1591.2,917.0,16.3,574.0,7636.4,7046.0,43.8,39.5,266.57
1817,2022-03-17 16:00:00,990.0,2963.0,1218.7,2613.3,1397.7,19.1,182.9,7664.1,7462.1,48.1,52.6,285.51
1818,2022-03-17 17:00:00,-457.2,2965.8,1181.3,3401.0,1468.6,20.2,12.6,7782.9,7750.1,51.0,59.3,319.19
1819,2022-03-17 18:00:00,-1636.3,2969.5,1169.6,3104.9,1243.1,18.9,0.0,8216.9,8198.0,50.5,52.3,346.05
1820,2022-03-17 19:00:00,577.6,2972.0,1192.5,1702.4,672.3,14.0,0.0,8174.9,8160.9,44.4,35.6,314.66
1821,2022-03-17 20:00:00,1981.4,2973.3,831.0,878.8,88.4,13.8,0.0,7756.2,7742.4,36.0,22.2,281.69
1822,2022-03-17 21:00:00,2212.7,2976.4,833.5,845.7,39.4,11.0,0.0,7316.8,7305.7,35.9,23.1,263.72
1823,2022-03-17 22:00:00,2182.2,2978.7,834.2,667.7,48.6,11.9,0.0,7258.2,7246.3,33.3,20.9,250.1
1824,2022-03-17 23:00:00,2724.6,2978.1,826.6,706.9,22.0,11.1,0.0,7028.8,7017.7,34.0,22.0,229.37
1825,2022-03-18 00:00:00,3014.0,2979.4,835.9,497.7,15.2,12.4,0.0,7216.4,7204.0,31.0,18.7,222.59
1826,2022-03-18 01:00:00,3142.6,2979.5,837.1,418.1,19.7,13.5,0.0,7465.2,7451.6,29.7,17.0,217.17
1827,2022-03-18 02:00:00,3179.8,2981.3,816.7,430.5,7.7,20.0,0.0,7616.2,7596.2,29.8,16.6,213.42
1828,2022-03-18 03:00:00,2930.3,2982.0,796.6,481.6,31.5,22.0,0.0,7601.0,7579.1,30.1,17.1,215.98
1829,2022-03-18 04:00:00,2681.1,2984.5,774.3,625.3,56.3,26.4,0.0,7438.7,7412.3,31.9,19.2,232.5
1830,2022-03-18 05:00:00,2057.8,2976.9,809.1,851.4,120.1,27.1,0.0,7273.5,7246.4,35.3,23.2,270.97
1831,2022-03-18 06:00:00,1213.3,2978.7,1246.1,1809.2,111.2,28.3,18.6,7313.6,7266.7,50.1,42.4,286.7
1832,2022-03-18 07:00:00,373.8,2979.6,1201.5,2741.3,449.0,35.7,218.2,8063.0,7809.1,55.0,52.0,285.28
1833,2022-03-18 08:00:00,1248.6,2978.5,1135.2,2004.3,382.0,39.5,527.1,8565.3,7998.7,52.4,43.3,274.51
1834,2022-03-18 09:00:00,1306.0,2976.9,946.6,1555.5,506.1,39.1,1070.0,8708.3,7599.2,50.9,41.5,253.18
1835,2022-03-18 10:00:00,1326.0,2975.6,819.8,1538.2,507.7,37.4,1434.4,8846.2,7374.4,52.4,43.3,236.82
1836,2022-03-18 11:00:00,2125.8,2973.0,823.9,946.8,108.3,39.6,1303.4,8988.0,7645.0,50.3,34.6,232.89
1837,2022-03-18 12:00:00,1675.6,2972.8,799.4,1375.6,246.3,47.8,1485.4,8629.1,7095.9,53.5,43.0,234.42
1838,2022-03-18 13:00:00,1091.9,2972.2,797.0,1562.7,360.0,48.6,1291.2,8463.8,7124.0,52.6,43.7,239.91
1839,2022-03-18 14:00:00,1115.5,2970.3,803.1,1559.9,302.2,50.1,828.8,8231.8,7353.0,49.8,39.4,236.22
1840,2022-03-18 15:00:00,1163.0,2971.2,820.2,1240.4,236.0,49.2,563.2,8022.8,7410.4,45.5,33.3,238.45
1841,2022-03-18 16:00:00,1279.7,2973.0,923.9,1742.4,410.9,52.4,166.7,7896.1,7677.0,46.0,36.5,261.16
1842,2022-03-18 17:00:00,557.1,2973.6,1192.9,2001.4,649.2,50.7,6.4,7982.2,7925.2,47.3,40.7,275.86
1843,2022-03-18 18:00:00,-204.1,2971.9,1196.5,2748.3,739.9,52.3,0.0,8269.1,8216.8,51.9,48.3,290.99
1844,2022-03-18 19:00:00,313.8,2977.8,1139.7,1957.8,450.2,51.4,0.0,8267.7,8216.3,47.9,38.1,276.91
1845,2022-03-18 20:00:00,781.3,2975.7,833.4,1480.8,309.7,50.5,0.0,7851.5,7801.0,41.9,30.1,241.05
1846,2022-03-18 21:00:00,1224.0,2978.6,839.5,1326.1,187.0,47.6,0.0,7373.7,7326.1,41.1,30.0,233.67
1847,2022-03-18 22:00:00,1921.0,2981.7,831.0,864.6,49.9,46.1,0.0,7282.2,7236.1,36.5,23.9,226.09
1848,2022-03-18 23:00:00,2253.0,2981.8,826.2,685.8,32.9,43.4,0.0,7259.6,7216.2,34.0,21.4,234.23
1849,2022-03-19 00:00:00,2437.0,2981.2,826.7,608.3,16.9,42.0,0.0,7074.8,7032.7,33.0,20.9,230.36
1850,2022-03-19 01:00:00,2682.0,2983.5,834.3,639.7,10.8,44.6,0.0,7223.8,7179.2,33.7,21.0,230.18
1851,2022-03-19 02:00:00,2638.0,2984.0,827.4,638.6,10.8,48.0,0.0,7244.6,7196.6,33.6,20.9,227.27
1852,2022-03-19 03:00:00,2679.0,2985.1,798.7,586.8,9.4,46.8,0.0,7304.5,7257.7,32.4,19.6,226.52
1853,2022-03-19 04:00:00,2328.0,2982.1,783.4,635.7,16.8,42.8,0.0,7282.6,7239.8,32.8,20.1,228.01
1854,2022-03-19 05:00:00,2373.9,2983.5,773.0,648.5,56.9,36.5,0.0,7006.5,6969.9,32.4,20.8,229.68
1855,2022-03-19 06:00:00,1862.2,2985.6,801.0,658.8,109.1,34.7,14.9,7101.1,7051.5,32.8,21.3,230.33
1856,2022-03-19 07:00:00,1724.0,2984.8,795.4,723.3,108.8,35.0,208.7,7135.1,6891.3,36.3,24.7,230.46
1857,2022-03-19 08:00:00,1776.0,2984.8,785.4,678.8,94.4,27.8,658.1,7143.4,6457.5,41.1,30.1,229.84
1858,2022-03-19 09:00:00,2466.7,2984.7,816.6,430.7,24.0,17.1,1180.1,7234.4,6037.2,44.8,33.8,228.34
1859,2022-03-19 10:00:00,2446.0,2980.0,794.3,565.6,28.0,12.2,1613.2,7869.2,6243.8,49.8,37.9,223.17
1860,2022-03-19 11:00:00,2745.3,2979.1,771.6,500.1,89.1,13.6,1756.8,7840.0,6069.6,49.8,38.8,214.61
1861,2022-03-19 12:00:00,2872.8,2961.7,796.7,377.4,51.9,15.5,1739.7,8199.9,6444.8,49.3,35.7,206.28
1862,2022-03-19 13:00:00,2816.2,2929.2,808.7,348.0,156.7,17.6,1552.2,8209.5,6639.6,46.9,33.2,207.81
1863,2022-03-19 14:00:00,2566.0,2926.4,797.4,496.6,20.2,21.8,1241.1,7971.5,6708.6,46.5,32.1,214.71
1864,2022-03-19 15:00:00,2544.0,2965.8,801.5,498.1,28.2,23.1,796.3,7587.7,6768.4,41.4,27.9,227.29
1865,2022-03-19 16:00:00,1362.0,2978.3,834.7,1156.9,86.4,21.0,324.3,7413.6,7068.3,43.3,31.5,241.54
1866,2022-03-19 17:00:00,373.0,2979.1,1113.2,1698.7,472.4,18.7,32.1,7098.1,7047.3,45.3,40.3,273.95
1867,2022-03-19 18:00:00,194.9,2981.9,1173.7,2236.9,763.2,15.8,0.0,7403.4,7387.6,47.8,46.3,280.06
1868,2022-03-19 19:00:00,300.0,2983.8,1194.3,1757.3,835.8,19.6,0.0,7491.3,7471.6,43.8,39.7,275.1
1869,2022-03-19 20:00:00,845.0,2986.0,868.5,1087.5,588.3,35.0,0.0,7163.9,7129.0,35.8,27.8,261.78
1870,2022-03-19 21:00:00,2047.0,2987.6,875.9,717.3,260.6,45.5,0.0,6824.3,6778.8,33.5,24.0,240.92
1871,2022-03-19 22:00:00,2563.0,2988.7,869.9,637.9,58.4,37.0,0.0,7146.4,7109.4,33.6,21.6,233.31
1872,2022-03-19 23:00:00,2226.0,2985.3,844.9,557.7,32.1,29.2,0.0,6983.8,6954.6,32.2,20.5,234.15
1873,2022-03-20 00:00:00,2589.0,2988.5,839.9,538.4,14.7,36.4,0.0,6923.9,6887.5,32.0,20.4,230.32
1874,2022-03-20 01:00:00,2855.0,2987.5,852.7,522.5,15.1,54.3,0.0,7234.8,7180.5,32.3,19.8,226.59
1875,2022-03-20 02:00:00,2797.0,2988.2,837.9,516.1,12.3,55.0,0.0,7322.6,7267.7,32.0,19.2,226.32
1876,2022-03-20 03:00:00,2749.0,2989.6,830.7,473.8,7.1,48.6,0.0,7250.9,7202.4,31.1,18.7,224.79
1877,2022-03-20 04:00:00,2821.0,2986.7,807.9,475.8,28.9,46.6,0.0,7206.8,7160.2,30.6,18.5,228.01
1878,2022-03-20 05:00:00,2909.0,2989.4,815.0,495.0,29.6,41.8,0.0,7256.1,7214.3,30.9,18.6,234.61
1879,2022-03-20 06:00:00,2753.0,2995.9,966.5,397.7,19.0,43.8,30.8,7370.3,7295.7,32.3,19.5,234.09
1880,2022-03-20 07:00:00,2719.0,2992.1,979.8,426.5,35.9,38.5,264.7,7269.3,6966.1,36.1,23.5,235.55
1881,2022-03-20 08:00:00,2755.5,2990.1,1024.8,315.6,21.8,38.9,769.2,7536.4,6728.3,41.6,28.5,236.41
1882,2022-03-20 09:00:00,2636.9,2988.2,749.0,362.4,46.7,33.9,1303.0,7483.2,6146.4,44.7,32.7,233.52
1883,2022-03-20 10:00:00,2126.0,2982.5,768.8,571.9,60.4,33.4,1620.9,7642.1,5987.8,49.6,39.2,222.74
1884,2022-03-20 11:00:00,2023.4,2977.8,876.1,389.2,33.7,26.8,1754.6,7223.5,5442.1,50.3,42.2,210.01
1885,2022-03-20 12:00:00,2092.4,2974.9,877.5,345.6,33.5,18.2,1744.2,7409.1,5646.7,49.8,40.3,193.72
1886,2022-03-20 13:00:00,1950.9,2973.0,877.1,320.9,31.3,16.5,1573.5,7528.7,5938.7,48.1,37.0,186.27
1887,2022-03-20 14:00:00,2344.5,2970.0,891.7,328.1,31.3,18.1,1264.1,7041.1,5758.8,45.5,35.5,212.6
1888,2022-03-20 15:00:00,2671.0,2969.5,901.7,386.1,37.0,12.5,683.4,7304.2,6608.3,39.8,27.2,228.05
1889,2022-03-20 16:00:00,2421.2,2968.6,894.5,559.7,64.9,9.7,228.1,7435.6,7197.8,35.8,22.8,241.46
1890,2022-03-20 17:00:00,1587.5,2968.9,879.9,1107.9,112.5,9.3,19.4,7286.9,7258.1,39.6,27.7,268.55
1891,2022-03-20 18:00:00,-883.2,2971.3,823.9,2527.9,783.3,8.3,0.0,7077.5,7069.2,47.2,47.5,296.55
1892,2022-03-20 19:00:00,-253.6,2975.1,839.5,1978.0,490.2,6.0,0.0,7206.1,7200.1,44.9,39.2,294.69
1893,2022-03-20 20:00:00,979.3,2979.6,820.6,1074.9,210.7,6.8,0.0,6937.3,6930.5,37.4,27.4,274.54
1894,2022-03-20 21:00:00,2349.5,2984.8,838.2,376.5,49.3,8.3,0.0,6623.6,6615.3,28.7,18.5,256.55
1895,2022-03-20 22:00:00,1926.1,2986.1,835.9,727.3,44.8,8.4,0.0,6914.0,6905.6,34.1,22.7,243.52
1896,2022-03-20 23:00:00,2583.5,2988.3,821.4,592.7,37.8,9.1,0.0,6711.3,6702.2,32.0,21.2,229.21
1897,2022-03-21 00:00:00,2948.2,2989.6,805.4,433.6,38.5,7.7,0.0,6888.5,6880.8,29.2,18.1,223.99
1898,2022-03-21 01:00:00,3194.3,2989.9,801.0,392.2,31.0,6.7,0.0,7222.5,7215.8,28.4,16.6,221.04
1899,2022-03-21 02:00:00,3233.0,2991.1,800.3,410.0,39.2,6.1,0.0,7440.0,7433.9,28.6,16.4,219.66
1900,2022-03-21 03:00:00,3385.3,2990.9,787.1,448.1,46.5,6.4,0.0,7516.1,7509.8,29.0,16.5,222.39
1901,2022-03-21 04:00:00,3458.7,2990.5,811.4,895.2,254.3,7.7,0.0,7672.0,7664.3,34.6,22.3,236.85
1902,2022-03-21 05:00:00,1770.9,2994.8,808.7,1887.7,832.5,8.8,0.0,6919.0,6910.1,41.4,39.1,258.63
1903,2022-03-21 06:00:00,836.4,2999.5,817.5,2393.2,1270.0,11.1,81.4,7600.2,7507.8,43.6,43.5,286.96
1904,2022-03-21 07:00:00,900.7,2996.0,772.2,2774.9,946.0,8.9,272.9,8138.4,7856.6,49.3,47.0,284.6
1905,2022-03-21 08:00:00,1213.7,2988.6,779.9,1869.8,496.2,8.8,766.0,8377.0,7602.2,49.6,40.9,266.17
1906,2022-03-21 09:00:00,1985.5,2986.8,797.1,1115.6,152.3,7.0,1332.8,8205.7,6865.9,50.9,39.6,243.13
1907,2022-03-21 10:00:00,2838.9,2981.6,792.7,806.6,93.0,7.8,1522.5,8199.5,6669.3,50.4,38.2,236.52
1908,2022-03-21 11:00:00,3605.2,2977.5,789.8,769.6,22.8,7.9,1718.0,8821.0,7095.2,52.3,37.2,221.77
1909,2022-03-21 12:00:00,3146.7,2973.8,765.8,606.8,20.4,9.2,1723.8,9077.4,7344.3,50.9,34.2,206.31
1910,2022-03-21 13:00:00,3590.1,2971.4,766.8,503.4,53.0,9.1,1612.4,8730.7,7109.3,48.9,33.1,225.17
1911,2022-03-21 14:00:00,3275.5,2971.4,768.4,546.9,105.1,9.9,1136.7,8948.9,7802.3,44.5,27.5,230.19
1912,2022-03-21 15:00:00,2386.1,2969.6,772.6,587.3,115.9,11.1,948.0,8786.4,7827.3,42.9,26.4,241.51
1913,2022-03-21 16:00:00,847.0,2971.4,822.6,1444.1,226.7,13.2,257.5,7978.9,7708.3,44.2,31.8,277.76
1914,2022-03-21 17:00:00,-1739.2,2970.9,829.5,3287.3,1404.3,9.5,38.9,7564.7,7516.3,48.8,55.1,303.07
1915,2022-03-21 18:00:00,-2251.7,2972.4,844.5,3574.8,1555.3,11.3,0.0,8028.5,8017.2,49.5,55.2,315.91
1916,2022-03-21 19:00:00,-81.4,2975.9,821.4,1660.0,878.5,12.7,0.0,8134.7,8122.0,39.3,30.7,291.46
1917,2022-03-21 20:00:00,1850.6,2977.5,782.6,822.4,163.1,13.8,0.0,7806.2,7792.3,34.0,20.7,267.29
1918,2022-03-21 21:00:00,2235.9,2979.8,780.7,613.2,89.6,16.0,0.0,7388.3,7372.2,31.5,19.1,241.24
1919,2022-03-21 22:00:00,3211.1,2982.6,781.8,527.3,45.7,17.0,0.0,7412.9,7395.9,30.5,17.9,234.36
1920,2022-03-21 23:00:00,3236.9,2984.1,791.8,462.7,58.6,13.0,0.0,7778.9,7766.0,29.4,16.3,238.22
1921,2022-03-22 00:00:00,3276.8,2986.7,788.6,393.7,37.4,7.5,0.0,7841.3,7833.8,28.2,15.2,226.74
1922,2022-03-22 01:00:00,3354.0,2986.7,772.0,370.6,32.6,8.2,0.0,7760.8,7752.6,27.6,14.8,226.79
1923,2022-03-22 02:00:00,3423.5,2992.5,828.6,424.1,46.6,11.5,0.0,7731.1,7719.7,29.4,16.4,219.08
1924,2022-03-22 03:00:00,3464.2,2991.8,768.4,477.7,37.0,9.6,0.0,7851.3,7841.7,29.3,16.0,213.76
1925,2022-03-22 04:00:00,3632.9,2992.5,772.0,543.1,67.5,11.2,0.0,7901.4,7890.2,30.2,16.8,228.46
1926,2022-03-22 05:00:00,1522.0,2992.7,744.4,1371.3,277.8,10.0,0.0,8289.2,8279.2,39.4,25.6,276.91
1927,2022-03-22 06:00:00,170.5,2992.8,744.8,2858.3,644.7,8.0,69.6,7794.6,7717.0,50.3,47.2,297.55
1928,2022-03-22 07:00:00,573.1,2993.6,732.6,2560.4,644.0,7.9,379.8,8252.3,7864.6,50.3,44.6,288.01
1929,2022-03-22 08:00:00,1746.6,2992.2,796.6,929.4,336.2,8.2,825.6,8360.6,7526.8,43.5,30.6,242.81
1930,2022-03-22 09:00:00,2839.0,2984.4,766.4,868.1,108.1,7.5,1369.8,8289.8,6912.6,49.3,36.3,228.01
1931,2022-03-22 10:00:00,3696.0,2980.0,746.2,788.4,169.7,7.0,1672.3,9063.3,7384.0,50.5,35.5,225.26
1932,2022-03-22 11:00:00,3241.5,2975.7,827.0,697.7,23.0,9.4,1805.6,9633.1,7818.1,52.7,34.7,215.79
1933,2022-03-22 12:00:00,3154.2,2973.9,809.5,669.5,16.8,10.2,1769.9,9177.0,7396.8,52.1,35.5,211.99
1934,2022-03-22 13:00:00,2951.9,2973.4,812.2,661.1,34.5,10.2,1606.0,9073.6,7457.4,50.7,34.0,210.74
1935,2022-03-22 14:00:00,2967.8,2970.1,782.2,752.8,49.7,9.3,1301.7,8684.2,7373.2,48.5,32.8,226.87
1936,2022-03-22 15:00:00,2391.4,2971.1,809.0,561.4,81.6,9.4,833.7,8594.1,7751.0,42.0,25.8,238.47
1937,2022-03-22 16:00:00,1171.6,2971.0,807.8,1016.5,204.1,8.4,354.1,7732.0,7369.5,40.8,28.3,281.59
1938,2022-03-22 17:00:00,-1577.1,2970.0,793.4,3111.4,1128.0,6.4,41.5,7381.9,7334.0,49.1,53.5,307.48
1939,2022-03-22 18:00:00,-3118.9,2972.6,793.5,3808.2,1613.1,5.8,0.0,7889.1,7883.3,50.1,58.4,335.27
1940,2022-03-22 19:00:00,-1942.9,2976.6,816.3,3554.6,1315.8,8.2,0.0,8147.5,8139.3,50.5,53.7,294.74
1941,2022-03-22 20:00:00,26.6,2980.5,851.9,1887.0,739.7,9.3,0.0,7784.2,7775.0,42.5,35.3,264.21
1942,2022-03-22 21:00:00,1595.2,2983.5,830.6,959.5,195.9,9.4,0.0,7342.0,7332.6,36.1,24.5,252.79
1943,2022-03-22 22:00:00,1935.1,2988.0,793.1,745.5,118.3,9.4,0.0,7141.5,7132.1,33.3,21.7,237.02
1944,2022-03-22 23:00:00,2699.2,2987.1,777.4,473.1,71.1,9.5,0.0,6789.6,6780.1,29.2,18.6,221.45
1945,2022-03-23 00:00:00,3011.9,2991.6,838.2,335.3,48.8,8.3,0.0,7096.7,7088.4,28.0,16.7,215.0
1946,2022-03-23 01:00:00,3323.8,2992.4,798.2,301.1,52.3,7.6,0.0,7282.1,7274.5,26.7,15.2,212.56
1947,2022-03-23 02:00:00,3536.9,2992.2,801.9,297.0,48.0,6.8,0.0,7576.4,7569.6,26.7,14.6,210.45
1948,2022-03-23 03:00:00,3278.6,2991.4,763.0,353.6,41.8,6.1,0.0,7719.7,7713.6,27.0,14.5,210.87
1949,2022-03-23 04:00:00,2292.6,2992.0,787.8,692.0,145.7,6.5,0.0,7616.5,7610.0,32.1,19.5,221.73
1950,2022-03-23 05:00:00,247.1,2991.3,753.4,1876.7,847.9,6.8,0.0,7134.5,7127.7,40.7,37.0,274.41
1951,2022-03-23 06:00:00,-1296.7,2991.6,777.0,3457.5,1356.3,8.8,73.2,7710.6,7628.7,49.8,56.0,295.11
1952,2022-03-23 07:00:00,-650.4,2991.7,784.6,2890.4,1060.8,8.1,396.6,8238.4,7833.7,50.2,49.5,277.66
1953,2022-03-23 08:00:00,1547.6,2988.8,731.6,1136.5,260.5,4.8,846.4,8338.7,7487.6,45.6,32.6,246.45
1954,2022-03-23 09:00:00,2346.7,2986.4,694.6,661.7,93.8,5.2,1396.9,8180.3,6778.2,47.2,33.7,217.05
1955,2022-03-23 10:00:00,3146.8,2980.9,731.4,329.1,67.0,7.7,1696.3,8465.0,6761.1,47.6,32.7,210.06
1956,2022-03-23 11:00:00,2734.6,2974.7,720.6,416.8,41.3,6.1,1825.0,9010.8,7179.7,49.6,32.9,206.79
1957,2022-03-23 12:00:00,2936.6,2970.7,720.8,320.4,25.9,8.6,1803.4,8689.4,6877.4,48.8,32.8,201.41
1958,2022-03-23 13:00:00,3063.0,2966.9,698.2,361.0,27.1,7.8,1632.7,8670.1,7029.6,47.4,31.1,200.57
1959,2022-03-23 14:00:00,2822.4,2966.7,772.0,355.9,38.6,7.6,1331.4,8562.2,7223.2,45.1,28.8,205.5
1960,2022-03-23 15:00:00,2582.5,2965.6,744.2,686.7,56.2,6.9,841.8,8182.2,7333.5,43.0,27.9,221.29
1961,2022-03-23 16:00:00,840.2,2966.2,743.4,1378.6,291.8,6.4,357.7,7880.4,7516.2,43.3,31.5,260.7
1962,2022-03-23 17:00:00,-1965.1,2967.1,760.8,3250.0,1348.0,5.8,45.2,7405.9,7354.8,48.5,54.8,300.95
1963,2022-03-23 18:00:00,-3014.6,2970.0,757.6,3728.1,1701.9,4.5,0.0,7836.1,7831.7,49.0,57.3,359.04
1964,2022-03-23 19:00:00,-1731.5,2974.9,800.3,2883.5,1316.8,3.2,0.0,8096.9,8093.7,46.2,45.5,300.09
1965,2022-03-23 20:00:00,9.9,2977.9,734.8,1814.9,599.4,5.3,0.0,7753.9,7748.6,41.7,33.0,261.05
1966,2022-03-23 21:00:00,1543.2,2982.1,772.2,1225.8,521.3,5.9,0.0,7327.8,7322.0,36.4,27.3,243.46
1967,2022-03-23 22:00:00,1798.0,2986.9,788.6,791.0,429.9,5.5,0.0,7064.7,7059.2,31.7,22.4,226.06
1968,2022-03-23 23:00:00,2255.6,2987.6,728.8,597.8,22.2,6.3,0.0,6754.9,6748.6,30.7,19.7,226.2
1969,2022-03-24 00:00:00,2294.1,2993.7,769.0,632.8,11.7,6.5,0.0,6741.1,6734.7,31.9,20.9,215.44
1970,2022-03-24 01:00:00,2816.3,2998.2,763.0,546.8,9.4,8.2,0.0,6812.4,6804.2,30.5,19.3,212.18
1971,2022-03-24 02:00:00,2918.0,2999.5,747.6,349.9,11.7,6.1,0.0,7074.3,7068.2,26.8,15.6,212.03
1972,2022-03-24 03:00:00,2476.6,2997.9,715.6,581.7,23.0,5.4,0.0,7187.2,7181.9,30.1,18.1,215.72
1973,2022-03-24 04:00:00,2052.3,2994.6,733.6,924.5,63.5,4.3,0.0,6881.4,6877.1,35.2,24.2,228.68
1974,2022-03-24 05:00:00,-966.8,2989.7,734.4,2502.0,965.6,4.4,0.0,6837.5,6833.1,45.0,47.4,273.77
1975,2022-03-24 06:00:00,-1906.0,2991.0,706.8,3567.6,1398.1,4.5,86.8,7567.5,7476.3,49.9,57.7,296.07
1976,2022-03-24 07:00:00,-1071.3,2989.4,720.8,2807.7,1307.7,4.6,413.7,8066.5,7648.2,47.9,48.9,280.03
1977,2022-03-24 08:00:00,1187.5,2987.7,750.4,1853.3,513.2,3.8,871.2,8143.0,7267.9,49.8,42.7,260.67
1978,2022-03-24 09:00:00,1849.9,2989.1,726.0,264.9,165.3,4.2,1407.7,7976.4,6564.4,43.2,30.1,222.15
1979,2022-03-24 10:00:00,2087.7,2982.6,704.8,648.9,190.3,3.6,1697.2,8044.8,6344.0,49.0,38.0,215.0
1980,2022-03-24 11:00:00,2421.3,2973.1,753.2,651.6,178.5,2.0,1808.7,8092.9,6282.1,50.5,39.7,211.05
1981,2022-03-24 12:00:00,2401.4,2969.7,761.8,808.8,127.1,3.2,1775.7,8102.4,6323.6,52.0,41.3,211.27
1982,2022-03-24 13:00:00,2397.8,2964.6,764.6,472.1,96.2,6.6,1600.5,8016.3,6409.2,48.2,35.5,210.6
1983,2022-03-24 14:00:00,1942.9,2962.1,764.4,576.3,137.9,9.5,1271.8,8061.1,6779.8,45.8,32.5,215.38
1984,2022-03-24 15:00:00,1599.4,2960.2,712.2,608.3,205.9,9.1,821.0,7536.0,6705.9,40.5,28.5,229.51
1985,2022-03-24 16:00:00,878.5,2961.8,654.0,1106.9,431.3,8.2,349.2,7178.6,6821.3,38.4,29.5,267.82
1986,2022-03-24 17:00:00,-2026.3,2962.7,971.4,3389.9,1392.9,7.5,48.8,7265.0,7208.7,50.4,60.8,309.74
1987,2022-03-24 18:00:00,-2842.6,2965.9,1034.0,4026.8,1582.1,7.5,0.0,7665.4,7657.9,52.7,66.1,361.9
1988,2022-03-24 19:00:00,-1220.9,2970.5,702.4,3053.0,954.2,8.2,0.0,7947.2,7939.0,49.0,47.4,306.18
1989,2022-03-24 20:00:00,1367.6,2974.2,691.8,901.7,311.4,7.6,0.0,7589.0,7581.4,32.8,21.1,267.46
1990,2022-03-24 21:00:00,1932.5,2977.3,703.8,387.4,226.6,8.1,0.0,7192.4,7184.3,25.5,15.3,243.16
1991,2022-03-24 22:00:00,1671.3,2982.2,697.2,315.7,224.0,10.0,0.0,7218.7,7208.7,24.2,14.2,222.1
1992,2022-03-24 23:00:00,1534.6,2982.8,690.6,504.6,142.3,8.9,0.0,6726.8,6717.9,27.8,17.9,246.02
1993,2022-03-25 00:00:00,2042.9,2987.8,718.6,300.0,135.9,6.8,0.0,6444.8,6437.9,24.7,15.9,242.41
1994,2022-03-25 01:00:00,2473.1,2988.7,689.6,385.2,12.4,7.5,0.0,6769.9,6762.4,26.5,16.0,238.41
1995,2022-03-25 02:00:00,2876.1,2989.0,619.5,323.2,4.0,7.4,0.0,6970.2,6962.8,24.1,13.6,234.65
1996,2022-03-25 03:00:00,2694.4,2990.6,649.9,299.0,23.8,8.4,0.0,7371.2,7362.8,24.1,13.0,237.79
1997,2022-03-25 04:00:00,1804.0,2988.8,656.7,744.3,136.3,9.2,0.0,7085.0,7075.8,31.1,19.9,247.2
1998,2022-03-25 05:00:00,-506.8,2990.3,694.0,2073.0,924.4,9.7,0.5,6868.3,6858.1,41.5,40.4,296.07
1999,2022-03-25 06:00:00,-1811.7,2990.1,1082.0,3226.1,1283.4,11.8,95.8,7446.7,7339.1,50.8,59.3,315.42
